Domain name,Domain type,Agency,Organization name,City,State,Security Contact Email
senatecalendar.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,,, 
uscode.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,,, 
usgovernmentmanual.gov,Federal - Legislative,Government Publishing Office,Office of Federal Register (NF),,, 
africanamericanhistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
americanmemory.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
americaslibrary.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
asianpacificheritage.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
blackhistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
ccb.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
congress.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
copyrightclaimsboard.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
copyright.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
crb.gov,Federal - Legislative,Library of Congress,Copyright Royalty Board,,, 
crs.gov,Federal - Legislative,Library of Congress,Congressional Research Service,,, 
currencyreaderapplication.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
currencyreader.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
digitalpreservation.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
digitizationguidelines.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
hispanicheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
jewishheritage.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
jewishheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
law.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
lctl.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
libraryofcongress.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
lis.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
literacy.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
loc.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
loctps.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
nativeamericanheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
read.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
section108.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
thomas.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
tps.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
unitedstatescongress.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
uscongress.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
womenshistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,,, 
macpac.gov,Federal - Legislative,Medicaid and CHIP Payment and Access Commission,Medicaid and CHIP Payment and Access Commission,,, 
medpac.gov,Federal - Legislative,Medical Payment Advisory Commission,Medicare Payment Advisory Commission,,, 
response-moment.gov,Federal - Legislative,National Gallery of Art,Example - Approved,Clarkmouth,MD,addedmaiddl@gov.com
all-south-season.gov,Federal - Legislative,Office of Compliance,Example - Approved,New Daleton,KY,dotgov@cisa.dhs.gov
compliance.gov,Federal - Legislative,Office of Congressional Workplace Rights,Congressional Office of Compliance,,, 
ocwr.gov,Federal - Legislative,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,,, 
happy-minute-go.gov,Federal - Legislative,Office of Government Ethics,Example - Approved,South Shanefort,GU,fakey.mcfakerson@test.gov
kind-local-sell.gov,Federal - Legislative,Office of Navajo and Hopi Indian Relocation,Example - In Investigation,Patrickberg,MP,dotgov@cisa.dhs.gov
coil.gov,Federal - Legislative,Open World Leadership Center,Congressional Office for International Leadership,,, 
openworld.gov,Federal - Legislative,Open World Leadership Center,The Open World Leadership Center,,, 
teach-read-clearly.gov,Federal - Legislative,Selective Service System,Example - Approved,West Mark,WI,dotgov@cisa.dhs.gov
stennis.gov,Federal - Legislative,Stennis Center for Public Service,John C. Stennis Center for Public Service,,, 
assistantdemocraticleader.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
cecc.gov,Federal - Legislative,The Legislative Branch,Congressional Executive Commission on China,,, 
china-commission.gov,Federal - Legislative,The Legislative Branch,Congressional-Executive Commission on China,,, 
chinacommission.gov,Federal - Legislative,The Legislative Branch,Congressional-Executive Commission on China,,, 
csce.gov,Federal - Legislative,The Legislative Branch,Commission on Security and Cooperation in Europe,,, 
democraticleader.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
democraticwhip.gov,Federal - Legislative,The Legislative Branch,Democratic Whip's Office,,, 
democrats.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,,, 
dems.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,,, 
gop.gov,Federal - Legislative,The Legislative Branch,House Republican Conference,,, 
gopleader.gov,Federal - Legislative,The Legislative Branch,Office of the House Republican Leader,,, 
gopwhip.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
housecommunications.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
housedemocrats.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,,, 
housedems.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,,, 
housed.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
house.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
houselive.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
housenewsletters.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
jct.gov,Federal - Legislative,The Legislative Branch,"The Joint Committee on Taxation, United States Congress",,, 
majorityleader.gov,Federal - Legislative,The Legislative Branch,Office of the Majority Leader,,, 
majoritywhip.gov,Federal - Legislative,The Legislative Branch,Office of the Majority Whip,,, 
minoritywhip.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
ppdcecc.gov,Federal - Legislative,The Legislative Branch,Congressional-Executive Commission on China,,, 
republicanleader.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
republicans.gov,Federal - Legislative,The Legislative Branch,House Republican Conference,,, 
republicanwhip.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
speaker.gov,Federal - Legislative,The Legislative Branch,Office of the Speaker,,, 
taxreform.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
tmdbhouse.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
ushouse.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
ushr.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,,, 
language-score-will.gov,Federal - Legislative,United States Institute of Peace,Example - Approved,West Alexisberg,UT,dotgov@cisa.dhs.gov
senate.gov,Federal - Legislative,United States Senate,US Senate,,, 
sen.gov,Federal - Legislative,United States Senate,US Senate,,, 
public-write-often.gov,Federal - Legislative,U.S. Access Board,Example - Approved,East Erika,WI,dotgov@cisa.dhs.gov
uscapitolpolice.gov,Federal - Legislative,U.S. Capitol Police,U.S. Capitol Police,,, 
uscp.gov,Federal - Legislative,U.S. Capitol Police,U.S. Capitol Police,,, 
uscc.gov,Federal - Legislative,U.S.-China Economic and Security Review Commission,U.S. - China Economic and Security Review Commission,,, 
america250.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,,, 
usa250.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,,, 
ussemiquincentennial.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,,, 
whdpc.gov,Federal - Legislative,Western Hemisphere Drug Policy Commission,Western Hemisphere Drug Policy Commission,,, 
sport-leader-worry.gov,Federal - Legislative,xcvxcvknxlknb,Example - Approved,Sacramento,IN,ns@gmail.com
